sentence,sentiment,lem_words,lem_tag,word_tags
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,0,wasn go share feel obligated sit sushi bar dining watch chef accidentally drop piece floor retrieve floor proceed use piece delivery order be prepare,JJ VB NN VB JJ VB NN NN NN VB NN RB VB NN NN VB NN VB VB NN NN NN VB VB,"['wasn/JJ', 'go/VB', 'share/NN', 'feel/VB', 'obligated/JJ', 'sit/VB', 'sushi/NN', 'bar/NN', 'dining/NN', 'watch/VB', 'chef/NN', 'accidentally/RB', 'drop/VB', 'piece/NN', 'floor/NN', 'retrieve/VB', 'floor/NN', 'proceed/VB', 'use/VB', 'piece/NN', 'delivery/NN', 'order/NN', 'be/VB', 'prepare/VB']"
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",0,ask about certain dish be prepare comparison similar other thai restaurant reply be not mcdonald place make thing differently,VB RB JJ NN VB VB NN JJ JJ NN NN VB VB RB VB NN VB NN RB,"['ask/VB', 'about/RB', 'certain/JJ', 'dish/NN', 'be/VB', 'prepare/VB', 'comparison/NN', 'similar/JJ', 'other/JJ', 'thai/NN', 'restaurant/NN', 'reply/VB', 'be/VB', 'not/RB', 'mcdonald/VB', 'place/NN', 'make/VB', 'thing/NN', 'differently/RB']"
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",0,last time order here food be spicy barely eat spice take away flavor dish,JJ NN VB RB NN VB JJ RB VB NN VB RB NN NN,"['last/JJ', 'time/NN', 'order/VB', 'here/RB', 'food/NN', 'be/VB', 'spicy/JJ', 'barely/RB', 'eat/VB', 'spice/NN', 'take/VB', 'away/RB', 'flavor/NN', 'dish/NN']"
The place is small and cramped but the food is fantastic.,0,place be small cramped food be fantastic,NN VB JJ JJ NN VB JJ,"['place/NN', 'be/VB', 'small/JJ', 'cramped/JJ', 'food/NN', 'be/VB', 'fantastic/JJ']"
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",0,one think get apology complimentary drink instead get snobby waiter wouldn even take order minute give lip ask do so,NN VB VB NN JJ NN RB VB JJ NN VB RB VB NN NN VB VB VB VB RB,"['one/NN', 'think/VB', 'get/VB', 'apology/NN', 'complimentary/JJ', 'drink/NN', 'instead/RB', 'get/VB', 'snobby/JJ', 'waiter/NN', 'wouldn/VB', 'even/RB', 'take/VB', 'order/NN', 'minute/NN', 'give/VB', 'lip/VB', 'ask/VB', 'do/VB', 'so/RB']"
Wouldn't recomend it for dinner!,0,wouldn recomend dinner,JJ NN NN,"['wouldn/JJ', 'recomend/NN', 'dinner/NN']"
The food was delicious but do not come here on a empty stomach.,0,food be delicious do not come here empty stomach,NN VB JJ VB RB VB RB JJ NN,"['food/NN', 'be/VB', 'delicious/JJ', 'do/VB', 'not/RB', 'come/VB', 'here/RB', 'empty/JJ', 'stomach/NN']"
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",0,table be cram way too close menu be typical italian restaurant wine list be simply overpriced,NN VB VB NN RB RB NN VB JJ JJ NN NN NN VB RB JJ,"['table/NN', 'be/VB', 'cram/VB', 'way/NN', 'too/RB', 'close/RB', 'menu/NN', 'be/VB', 'typical/JJ', 'italian/JJ', 'restaurant/NN', 'wine/NN', 'list/NN', 'be/VB', 'simply/RB', 'overpriced/JJ']"
Fish was overdone.,0,fish be overdo,NN VB VB,"['fish/NN', 'be/VB', 'overdo/VB']"
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",0,ask about certain dish be prepare comparison similar other thai restaurant reply be not mcdonald place make thing differently,VB RB JJ NN VB VB NN JJ JJ NN NN VB VB RB VB NN VB NN RB,"['ask/VB', 'about/RB', 'certain/JJ', 'dish/NN', 'be/VB', 'prepare/VB', 'comparison/NN', 'similar/JJ', 'other/JJ', 'thai/NN', 'restaurant/NN', 'reply/VB', 'be/VB', 'not/RB', 'mcdonald/VB', 'place/NN', 'make/VB', 'thing/NN', 'differently/RB']"
Never again!,0,never again,RB RB,"['never/RB', 'again/RB']"
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",0,dinner manager grab boyfriend ask be maybe dont know thing work america end storm away almost tearey yell tip be only thing survive,NN NN VB NN VB VB RB VB VB NN NN NN NN VB RB RB VB VB NN VB JJ NN VB,"['dinner/NN', 'manager/NN', 'grab/VB', 'boyfriend/NN', 'ask/VB', 'be/VB', 'maybe/RB', 'dont/VB', 'know/VB', 'thing/NN', 'work/NN', 'america/NN', 'end/NN', 'storm/VB', 'away/RB', 'almost/RB', 'tearey/VB', 'yell/VB', 'tip/NN', 'be/VB', 'only/JJ', 'thing/NN', 'survive/VB']"
We were very disappointed.,0,be very disappointed,VB RB JJ,"['be/VB', 'very/RB', 'disappointed/JJ']"
"Even though its good seafood, the prices are too high.",0,even good seafood price be too high,RB JJ NN NN VB RB JJ,"['even/RB', 'good/JJ', 'seafood/NN', 'price/NN', 'be/VB', 'too/RB', 'high/JJ']"
But who says Murray's is anything about service.,0,say murray be anything service,VB JJ VB NN NN,"['say/VB', 'murray/JJ', 'be/VB', 'anything/NN', 'service/NN']"
"Do not get the Go Go Hamburgers, no matter what the reviews say.",0,do not get go go hamburger matter review say,VB RB VB NN VB NN NN NN VB,"['do/VB', 'not/RB', 'get/VB', 'go/NN', 'go/VB', 'hamburger/NN', 'matter/NN', 'review/NN', 'say/VB']"
It is thick and slightly soggy.,0,be thick slightly soggy,VB JJ RB JJ,"['be/VB', 'thick/JJ', 'slightly/RB', 'soggy/JJ']"
We thought that this place is using too much of MSG cooking in the foods.,0,think place be used too much msg cooking food,VB NN VB VB RB JJ JJ NN NN,"['think/VB', 'place/NN', 'be/VB', 'used/VB', 'too/RB', 'much/JJ', 'msg/JJ', 'cooking/NN', 'food/NN']"
"Also, because it is so thin, it gets cold very quickly and its not that filling.",0,also be thin get cold very quickly not fill,RB VB JJ VB JJ RB RB RB VB,"['also/RB', 'be/VB', 'thin/JJ', 'get/VB', 'cold/JJ', 'very/RB', 'quickly/RB', 'not/RB', 'fill/VB']"
We thought that this place is using too much of MSG cooking in the foods.,0,think place be used too much msg cooking food,VB NN VB VB RB JJ JJ NN NN,"['think/VB', 'place/NN', 'be/VB', 'used/VB', 'too/RB', 'much/JJ', 'msg/JJ', 'cooking/NN', 'food/NN']"
It's a rather cramped and busy restaurant and it closes early.,0,rather cramped busy restaurant close early,RB JJ JJ NN VB RB,"['rather/RB', 'cramped/JJ', 'busy/JJ', 'restaurant/NN', 'close/VB', 'early/RB']"
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",0,ask about certain dish be prepare comparison similar other thai restaurant reply be not mcdonald place make thing differently,VB RB JJ NN VB VB NN JJ JJ NN NN VB VB RB VB NN VB NN RB,"['ask/VB', 'about/RB', 'certain/JJ', 'dish/NN', 'be/VB', 'prepare/VB', 'comparison/NN', 'similar/JJ', 'other/JJ', 'thai/NN', 'restaurant/NN', 'reply/VB', 'be/VB', 'not/RB', 'mcdonald/VB', 'place/NN', 'make/VB', 'thing/NN', 'differently/RB']"
I thought this place was totally overrated.,0,think place be totally overrate,VB NN VB RB VB,"['think/VB', 'place/NN', 'be/VB', 'totally/RB', 'overrate/VB']"
Haru on Park S is simply disgusting.,0,haru park be simply disgusting,NN NN VB RB JJ,"['haru/NN', 'park/NN', 'be/VB', 'simply/RB', 'disgusting/JJ']"
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",0,place be small intimate feel little crowded service be excellent great friend romantic date special occassion,NN VB JJ JJ VB JJ JJ NN VB JJ JJ NN JJ NN JJ NN,"['place/NN', 'be/VB', 'small/JJ', 'intimate/JJ', 'feel/VB', 'little/JJ', 'crowded/JJ', 'service/NN', 'be/VB', 'excellent/JJ', 'great/JJ', 'friend/NN', 'romantic/JJ', 'date/NN', 'special/JJ', 'occassion/NN']"
"Well, this place is so Ghetto its not even funny.",0,well place be ghetto not even funny,RB NN VB NN RB RB JJ,"['well/RB', 'place/NN', 'be/VB', 'ghetto/NN', 'not/RB', 'even/RB', 'funny/JJ']"
I've waited over one hour for food.,0,ve wait hour food,NN VB NN NN,"['ve/NN', 'wait/VB', 'hour/NN', 'food/NN']"
Service is not what you are coming here for...,0,service be not be come here,NN VB RB VB VB RB,"['service/NN', 'be/VB', 'not/RB', 'be/VB', 'come/VB', 'here/RB']"
the all-u-can-eat sushi is definitely in very poor quality.,0,all eat sushi be definitely very poor quality,RB VB NN VB RB RB JJ NN,"['all/RB', 'eat/VB', 'sushi/NN', 'be/VB', 'definitely/RB', 'very/RB', 'poor/JJ', 'quality/NN']"
"The food arrived 20 minutes after I called, cold and soggy.",0,food arrived minute call cold soggy,NN JJ NN VB JJ JJ,"['food/NN', 'arrived/JJ', 'minute/NN', 'call/VB', 'cold/JJ', 'soggy/JJ']"
The only problem is that the manager is a complete incompetent.,0,only problem be manager be complete incompetent,JJ NN VB NN VB JJ JJ,"['only/JJ', 'problem/NN', 'be/VB', 'manager/NN', 'be/VB', 'complete/JJ', 'incompetent/JJ']"
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",0,dinner manager grab boyfriend ask be maybe dont know thing work america end storm away almost tearey yell tip be only thing survive,NN NN VB NN VB VB RB VB VB NN NN NN NN VB RB RB VB VB NN VB JJ NN VB,"['dinner/NN', 'manager/NN', 'grab/VB', 'boyfriend/NN', 'ask/VB', 'be/VB', 'maybe/RB', 'dont/VB', 'know/VB', 'thing/NN', 'work/NN', 'america/NN', 'end/NN', 'storm/VB', 'away/RB', 'almost/RB', 'tearey/VB', 'yell/VB', 'tip/NN', 'be/VB', 'only/JJ', 'thing/NN', 'survive/VB']"
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,0,be here few week back have worst customer service experience restaurant ever,VB RB JJ NN RB VB JJ NN NN NN NN RB,"['be/VB', 'here/RB', 'few/JJ', 'week/NN', 'back/RB', 'have/VB', 'worst/JJ', 'customer/NN', 'service/NN', 'experience/NN', 'restaurant/NN', 'ever/RB']"
"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ",0,instance plate be just dump table be hand wine list upside etc,NN NN VB RB VB NN VB VB NN NN NN NN,"['instance/NN', 'plate/NN', 'be/VB', 'just/RB', 'dump/VB', 'table/NN', 'be/VB', 'hand/VB', 'wine/NN', 'list/NN', 'upside/NN', 'etc/NN']"
This restaurant was way overhyped.,0,restaurant be way overhyped,NN VB NN JJ,"['restaurant/NN', 'be/VB', 'way/NN', 'overhyped/JJ']"
It is very overpriced and not very tasty.,0,be very overpriced not very tasty,VB RB JJ RB RB JJ,"['be/VB', 'very/RB', 'overpriced/JJ', 'not/RB', 'very/RB', 'tasty/JJ']"
Also they were $15 each!,0,also be,RB VB,"['also/RB', 'be/VB']"
The soup for the udon was soy sauce and water.,0,soup be soy sauce water,NN VB NN NN NN,"['soup/NN', 'be/VB', 'soy/NN', 'sauce/NN', 'water/NN']"
"The food however, is what one might expect.",0,food however be one expect,NN RB VB NN VB,"['food/NN', 'however/RB', 'be/VB', 'one/NN', 'expect/VB']"
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",0,svc be bit rude time esp have big group restaurant be,NN VB JJ JJ NN RB VB JJ NN NN VB,"['svc/NN', 'be/VB', 'bit/JJ', 'rude/JJ', 'time/NN', 'esp/RB', 'have/VB', 'big/JJ', 'group/NN', 'restaurant/NN', 'be/VB']"
"they were dry and disgusting, i didn't even finish my first piece.",0,be dry disgusting didn even finish first piece,VB JJ JJ VB RB VB JJ NN,"['be/VB', 'dry/JJ', 'disgusting/JJ', 'didn/VB', 'even/RB', 'finish/VB', 'first/JJ', 'piece/NN']"
"The first time the sushi was outstanding, the second time it was a little bland.",0,first time sushi be outstanding second time be little bland,JJ NN NN VB JJ JJ NN VB JJ JJ,"['first/JJ', 'time/NN', 'sushi/NN', 'be/VB', 'outstanding/JJ', 'second/JJ', 'time/NN', 'be/VB', 'little/JJ', 'bland/JJ']"
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,0,order beef noodle soup dish thai section menu nothing get be thai,VB NN JJ NN NN NN NN NN NN VB VB NN,"['order/VB', 'beef/NN', 'noodle/JJ', 'soup/NN', 'dish/NN', 'thai/NN', 'section/NN', 'menu/NN', 'nothing/NN', 'get/VB', 'be/VB', 'thai/NN']"
There is no excuse for such lousy service!,0,be excuse such lousy service,VB NN JJ JJ NN,"['be/VB', 'excuse/NN', 'such/JJ', 'lousy/JJ', 'service/NN']"
But $1 for each small piece???,0,small piece,JJ NN,"['small/JJ', 'piece/NN']"
But who says Murray's is anything about service.,0,say murray be anything service,VB JJ VB NN NN,"['say/VB', 'murray/JJ', 'be/VB', 'anything/NN', 'service/NN']"
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,0,restaurant be vegetarian be meat dish whatsoever,NN VB JJ VB NN NN RB,"['restaurant/NN', 'be/VB', 'vegetarian/JJ', 'be/VB', 'meat/NN', 'dish/NN', 'whatsoever/RB']"
"Yes, the prices are high, but I felt it was worth it.",0,yes price be high felt be worth,RB NN VB JJ NN VB JJ,"['yes/RB', 'price/NN', 'be/VB', 'high/JJ', 'felt/NN', 'be/VB', 'worth/JJ']"
"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",0,limited menu no so fresh ingredient thinly slice fish fall apart rice,JJ NN RB RB JJ NN RB VB NN VB RB NN,"['limited/JJ', 'menu/NN', 'no/RB', 'so/RB', 'fresh/JJ', 'ingredient/NN', 'thinly/RB', 'slice/VB', 'fish/NN', 'fall/VB', 'apart/RB', 'rice/NN']"
Decor is nice though service can be spotty.,0,decor be nice service be spotty,NN VB JJ NN VB JJ,"['decor/NN', 'be/VB', 'nice/JJ', 'service/NN', 'be/VB', 'spotty/JJ']"
"Quite frankly, this is some of the worst sushi I have ever tried.",0,quite frankly be worst sushi have ever try,RB RB VB JJ NN VB RB VB,"['quite/RB', 'frankly/RB', 'be/VB', 'worst/JJ', 'sushi/NN', 'have/VB', 'ever/RB', 'try/VB']"
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,0,worker also absolutely load bagel cream cheese get little messy,NN RB RB VB NN NN NN VB JJ JJ,"['worker/NN', 'also/RB', 'absolutely/RB', 'load/VB', 'bagel/NN', 'cream/NN', 'cheese/NN', 'get/VB', 'little/JJ', 'messy/JJ']"
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",0,last time order here food be spicy barely eat spice take away flavor dish,JJ NN VB RB NN VB JJ RB VB NN VB RB NN NN,"['last/JJ', 'time/NN', 'order/VB', 'here/RB', 'food/NN', 'be/VB', 'spicy/JJ', 'barely/RB', 'eat/VB', 'spice/NN', 'take/VB', 'away/RB', 'flavor/NN', 'dish/NN']"
A Thai restaurant out of rice during dinner?,0,thai restaurant rice dinner,NN NN NN NN,"['thai/NN', 'restaurant/NN', 'rice/NN', 'dinner/NN']"
not sure why this restaurant would be rated that highly.,0,not sure restaurant be rate highly,RB JJ NN VB VB RB,"['not/RB', 'sure/JJ', 'restaurant/NN', 'be/VB', 'rate/VB', 'highly/RB']"
The menu is limited but almost all of the dishes are excellent.,0,menu be limited almost dish be excellent,NN VB JJ RB NN VB JJ,"['menu/NN', 'be/VB', 'limited/JJ', 'almost/RB', 'dish/NN', 'be/VB', 'excellent/JJ']"
So rushing us out was absolutely unnecessary!,0,so rush be absolutely unnecessary,RB VB VB RB JJ,"['so/RB', 'rush/VB', 'be/VB', 'absolutely/RB', 'unnecessary/JJ']"
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,0,go there wife have wait table even see there many be empty not reservation sigh,VB RB NN VB VB NN RB VB RB JJ VB JJ RB NN NN,"['go/VB', 'there/RB', 'wife/NN', 'have/VB', 'wait/VB', 'table/NN', 'even/RB', 'see/VB', 'there/RB', 'many/JJ', 'be/VB', 'empty/JJ', 'not/RB', 'reservation/NN', 'sigh/NN']"
But the pizza is way to expensive.,0,pizza be way expensive,NN VB NN JJ,"['pizza/NN', 'be/VB', 'way/NN', 'expensive/JJ']"
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",0,have reservation all eat deal however choice be fairly limit probably order more food eat less just go menu,VB NN RB VB NN RB NN VB RB VB RB NN JJ NN VB JJ RB VB NN,"['have/VB', 'reservation/NN', 'all/RB', 'eat/VB', 'deal/NN', 'however/RB', 'choice/NN', 'be/VB', 'fairly/RB', 'limit/VB', 'probably/RB', 'order/NN', 'more/JJ', 'food/NN', 'eat/VB', 'less/JJ', 'just/RB', 'go/VB', 'menu/NN']"
"well, i didn't find it there, and trust, i have told everyone i can think of about my experience. ",0,well didn find there trust have tell everyone think experience,RB VB VB RB NN VB VB NN VB NN,"['well/RB', 'didn/VB', 'find/VB', 'there/RB', 'trust/NN', 'have/VB', 'tell/VB', 'everyone/NN', 'think/VB', 'experience/NN']"
We ate at this Thai place following the reviews but very unhappy with the foods.,0,eat thai place follow reviews very unhappy food,VB NN NN VB NN RB JJ NN,"['eat/VB', 'thai/NN', 'place/NN', 'follow/VB', 'reviews/NN', 'very/RB', 'unhappy/JJ', 'food/NN']"
Someone else recommended the dessert - we also left that.,0,someone else recommend dessert also left,NN RB VB NN RB VB,"['someone/NN', 'else/RB', 'recommend/VB', 'dessert/NN', 'also/RB', 'left/VB']"
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,0,mine be little burnt still delicious goat cheese panchetta raddichio be kind bitter,NN VB JJ JJ RB JJ NN NN VB NN VB NN JJ,"['mine/NN', 'be/VB', 'little/JJ', 'burnt/JJ', 'still/RB', 'delicious/JJ', 'goat/NN', 'cheese/NN', 'panchetta/VB', 'raddichio/NN', 'be/VB', 'kind/NN', 'bitter/JJ']"
So rushing us out was absolutely unnecessary!,0,so rush be absolutely unnecessary,RB VB VB RB JJ,"['so/RB', 'rush/VB', 'be/VB', 'absolutely/RB', 'unnecessary/JJ']"
"Even though its good seafood, the prices are too high.",0,even good seafood price be too high,RB JJ NN NN VB RB JJ,"['even/RB', 'good/JJ', 'seafood/NN', 'price/NN', 'be/VB', 'too/RB', 'high/JJ']"
